title,company,salary_updated,environment,location_updated
Data Scientist,FAST GROWING TREES LLC,80000 - 120000 ,Remote,Remote
Data Scientist (USA),Electra Vehicles,Full-time,Remote,Remote
Data Scientist,Assetario,,Remote,Remote
Data Scientist,Agile Tech Labs,135200 - 156000,In-Person,"Atlanta, GA"
Senior Data Analyst,Curology,140000 - 180000 ,Remote,Remote
Data Scientist,Avenue Code,110000 - 200000 ,Remote,United States
Healthcare Data Scientist,Inovalon,,Remote,Remote
"Data Scientist, Analytics",Overstock.com Inc.,88000 - 110000 ,Remote,Remote
"Senior Software Engineer, AI / Core Optimization",Topaz Labs,Full-time,In-Person,"Dallas, TX"
Data Scientist,HNM Global Solutions,160000,In-Person,"Alexandria, VA"
Research Data Scientist,Swayable,Full-time,Remote,"New York, NY"
Data Scientist,VitalCORE,,Remote,Remote
Associate Data Scientist (Dec 2022 - May 2023 Graduates),T. Rowe Price,88000 - 150000 ,In-Person,"New York, NY"
Remote - Data Scientist,Green Dot Corporation,Full-time,Remote,Remote
Data Scientist,Patra Corporation,Full-time,Remote,Remote
Data Scientist,FAST GROWING TREES LLC,80000 - 120000 ,Remote,Remote
Data Scientist (USA),Electra Vehicles,Full-time,Remote,Remote
Data Scientist,Assetario,,Remote,Remote
Data Scientist,Agile Tech Labs,135200 - 156000,In-Person,"Atlanta, GA"
Senior Data Analyst,Curology,140000 - 180000 ,Remote,Remote
Data Scientist,Avenue Code,110000 - 200000 ,Remote,United States
Healthcare Data Scientist,Inovalon,,Remote,Remote
"Data Scientist, Analytics",Overstock.com Inc.,88000 - 110000 ,Remote,Remote
Postdoctoral Scientist - Tatonetti Lab - Data-Driven Precision Pharmacology,CEDARS-SINAI,64500 - 93600 ,In-Person,"West Hollywood, CA"
Data Scientist,HNM Global Solutions,160000,In-Person,"Alexandria, VA"
Research Data Scientist,Swayable,Full-time,Remote,"New York, NY"
Remote - Data Scientist,Green Dot Corporation,Full-time,Remote,Remote
Data Scientist,Patra Corporation,Full-time,Remote,Remote
Data Scientist,FAST GROWING TREES LLC,80000 - 120000 ,Remote,Remote
Data Scientist (USA),Electra Vehicles,Full-time,Remote,Remote
Data Scientist,Assetario,,Remote,Remote
Data Scientist,Agile Tech Labs,135200 - 156000,In-Person,"Atlanta, GA"
Senior Data Analyst,Curology,140000 - 180000 ,Remote,Remote
Data Scientist,Avenue Code,110000 - 200000 ,Remote,United States
Healthcare Data Scientist,Inovalon,,Remote,Remote
"Data Scientist, Analytics",Overstock.com Inc.,88000 - 110000 ,Remote,Remote
Research Data Scientist,Swayable,Full-time,Remote,"New York, NY"
Data Scientist,HNM Global Solutions,160000,In-Person,"Alexandria, VA"
Data Scientist (All Levels),Noblis,83700 - 146500 ,Remote,"Reston, VA"
FSP Senior Statistical Programmer I/II,PHASTAR,"Full-time
+1",Remote,Remote
Data Scientist,Kontakt.io,Full-time,Hybrid,"New York, NY"
Data Scientist,FAST GROWING TREES LLC,80000 - 120000 ,Remote,Remote
Data Scientist (USA),Electra Vehicles,Full-time,Remote,Remote
Data Scientist,Assetario,,Remote,Remote
Data Scientist,Agile Tech Labs,135200 - 156000,In-Person,"Atlanta, GA"
Senior Data Analyst,Curology,140000 - 180000 ,Remote,Remote
Data Scientist,Avenue Code,110000 - 200000 ,Remote,United States
Healthcare Data Scientist,Inovalon,,Remote,Remote
"Data Scientist, Analytics",Overstock.com Inc.,88000 - 110000 ,Remote,Remote
Research Data Scientist,Swayable,Full-time,Remote,"New York, NY"
Data Scientist,HNM Global Solutions,160000,In-Person,"Alexandria, VA"
Data Scientist,Kontakt.io,Full-time,Hybrid,"New York, NY"
Data Scientist (All Levels),Noblis,83700 - 146500 ,Remote,"Reston, VA"
"Principal, AI/ML Engineer",Fidelity Investments,Full-time,In-Person,"Salt Lake City, UT"
Data Scientist,REVOLVE,90000 - 120000 ,In-Person,"Cerritos, CA"
Data Scientist,"VMR Strategic Solutions, LLC",Full-time,Remote,"Bethesda, MD"
Associate Data Scientist (Dec 2022 - May 2023 Graduates),T. Rowe Price,88000 - 150000 ,In-Person,"New York, NY"
Remote - Data Scientist,Green Dot Corporation,Full-time,Remote,Remote
Data Scientist,Patra Corporation,Full-time,Remote,Remote
Data Scientist,FAST GROWING TREES LLC,80000 - 120000 ,Remote,Remote
Data Scientist (USA),Electra Vehicles,Full-time,Remote,Remote
Data Scientist,Assetario,,Remote,Remote
Data Scientist,Agile Tech Labs,135200 - 156000,In-Person,"Atlanta, GA"
Senior Data Analyst,Curology,140000 - 180000 ,Remote,Remote
Data Scientist,Avenue Code,110000 - 200000 ,Remote,United States
Healthcare Data Scientist,Inovalon,,Remote,Remote
"Data Scientist, Analytics",Overstock.com Inc.,88000 - 110000 ,Remote,Remote
Research Data Scientist,Swayable,Full-time,Remote,"New York, NY"
Data Scientist,Kontakt.io,Full-time,Hybrid,"New York, NY"
Machine Learning Engineer,CACI,Full-time,In-Person,"Fayetteville, NC"
Data Scientist,HNM Global Solutions,160000,In-Person,"Alexandria, VA"
Data Scientist,FAST GROWING TREES LLC,80000 - 120000 ,Remote,Remote
Data Scientist (USA),Electra Vehicles,Full-time,Remote,Remote
Data Scientist,Assetario,,Remote,Remote
Data Scientist,Agile Tech Labs,135200 - 156000,In-Person,"Atlanta, GA"
Senior Data Analyst,Curology,140000 - 180000 ,Remote,Remote
Data Scientist,Avenue Code,110000 - 200000 ,Remote,United States
Healthcare Data Scientist,Inovalon,,Remote,Remote
"Data Scientist, Analytics",Overstock.com Inc.,88000 - 110000 ,Remote,Remote
Research Data Scientist,Swayable,Full-time,Remote,"New York, NY"
Data Scientist,HNM Global Solutions,160000,In-Person,"Alexandria, VA"
Data Scientist,Kontakt.io,Full-time,Hybrid,"New York, NY"
Data Scientist (All Levels),Noblis,83700 - 146500 ,Remote,"Reston, VA"
Information Systems - Sr Data Analyst,Hajoca Corporation,90000 - 100000 ,In-Person,"Lafayette Hill, PA"
Data Scientist,REVOLVE,90000 - 120000 ,In-Person,"Cerritos, CA"
Data Scientist,"VMR Strategic Solutions, LLC",Full-time,Remote,"Bethesda, MD"
Remote - Data Scientist,Green Dot Corporation,Full-time,Remote,Remote
Data Scientist,Patra Corporation,Full-time,Remote,Remote
Data Scientist,FAST GROWING TREES LLC,80000 - 120000 ,Remote,Remote
Data Scientist (USA),Electra Vehicles,Full-time,Remote,Remote
Data Scientist,Assetario,,Remote,Remote
Data Scientist,Agile Tech Labs,135200 - 156000,In-Person,"Atlanta, GA"
Senior Data Analyst,Curology,140000 - 180000 ,Remote,Remote
Data Scientist,Avenue Code,110000 - 200000 ,Remote,United States
Healthcare Data Scientist,Inovalon,,Remote,Remote
"Data Scientist, Analytics",Overstock.com Inc.,88000 - 110000 ,Remote,Remote
Research Data Scientist,Swayable,Full-time,Remote,"New York, NY"
Data Scientist,HNM Global Solutions,160000,In-Person,"Alexandria, VA"
Data Scientist (All Levels),Noblis,83700 - 146500 ,Remote,"Reston, VA"
Lead Engineer - Generative AI Product Engineering (Remote-Eligible),Capital One,Full-time,Remote,"Chicago, IL"
Data Scientist,Kontakt.io,Full-time,Hybrid,"New York, NY"
Data Scientist,VitalCORE,,Remote,Remote
Associate Data Scientist (Dec 2022 - May 2023 Graduates),T. Rowe Price,88000 - 150000 ,In-Person,"New York, NY"
Remote - Data Scientist,Green Dot Corporation,Full-time,Remote,Remote
Data Scientist,Patra Corporation,Full-time,Remote,Remote
Data Scientist,FAST GROWING TREES LLC,80000 - 120000 ,Remote,Remote
Data Scientist (USA),Electra Vehicles,Full-time,Remote,Remote
Data Scientist,Assetario,,Remote,Remote
Data Scientist,Agile Tech Labs,135200 - 156000,In-Person,"Atlanta, GA"
Senior Data Analyst,Curology,140000 - 180000 ,Remote,Remote
Data Scientist,Avenue Code,110000 - 200000 ,Remote,United States
Healthcare Data Scientist,Inovalon,,Remote,Remote
"Data Scientist, Analytics",Overstock.com Inc.,88000 - 110000 ,Remote,Remote
Senior Algorithms & Machine Learning Scientist,WALGREENS,,In-Person,"Chicago, IL"
Data Scientist,HNM Global Solutions,160000,In-Person,"Alexandria, VA"
Research Data Scientist,Swayable,Full-time,Remote,"New York, NY"
Data Scientist,VitalCORE,,Remote,Remote
Associate Data Scientist (Dec 2022 - May 2023 Graduates),T. Rowe Price,88000 - 150000 ,In-Person,"New York, NY"
Remote - Data Scientist,Green Dot Corporation,Full-time,Remote,Remote
Data Scientist,Patra Corporation,Full-time,Remote,Remote
Data Scientist,FAST GROWING TREES LLC,80000 - 120000 ,Remote,Remote
Data Scientist (USA),Electra Vehicles,Full-time,Remote,Remote
Data Scientist,Assetario,,Remote,Remote
Data Scientist,Agile Tech Labs,135200 - 156000,In-Person,"Atlanta, GA"
Data Engineer,"Modern Technology Solutions, Inc.",Full-time,In-Person,"Beavercreek, OH"
Senior Data Analyst,Curology,140000 - 180000 ,Remote,Remote
Data Scientist,Avenue Code,110000 - 200000 ,Remote,United States
Healthcare Data Scientist,Inovalon,,Remote,Remote
Senior Machine Learning Engineer,Capital One,Full-time,In-Person,"Richmond, VA"
Research Data Scientist,Swayable,Full-time,Remote,"New York, NY"
"Data Scientist, Analytics",Overstock.com Inc.,88000 - 110000 ,Remote,Remote
Data Scientist (All Levels),Noblis,83700 - 146500 ,Remote,"Reston, VA"
Data Scientist,"VMR Strategic Solutions, LLC",Full-time,Remote,"Bethesda, MD"
Data Scientist,REVOLVE,90000 - 120000 ,In-Person,"Cerritos, CA"
Data Scientist,withco,180000 - 200000 ,In-Person,"New York, NY"
Data Scientist,Siddhi Solutions,135200 - 145600,Remote,Remote
Strategic Customers - Data Scientist,Oracle,,In-Person,United States
Data Scientist,Pinterest,,Remote,Remote
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote
Sr. Data Scientist,omega solutions inc,Contract,In-Person,"Santa Ana, CA"
2024 Early Talent Rotational Program: Technology - Data & AI (CDAIO),TIAA,71000 - 73000 ,In-Person,"Charlotte, NC"
Data Scientist,Synectics for Management Decisions Inc,Full-time,In-Person,"Arlington, VA"
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote
Data Scientist,Altria,Full-time,Remote,"Richmond, VA"
Risk Intelligence - Data Analytics Lead,Citizens,Full-time,In-Person,"Boston, MA"
Data Scientist,CPower,Full-time,Remote,Remote
Data Scientist,Avenue Code,110000 - 200000 ,Remote,United States
Healthcare Data Scientist,Inovalon,,Remote,Remote
"Data Scientist, Analytics",Overstock.com Inc.,88000 - 110000 ,Remote,Remote
Research Data Scientist,Swayable,Full-time,Remote,"New York, NY"
Data Scientist,HNM Global Solutions,160000,In-Person,"Alexandria, VA"
Data Scientist,Kontakt.io,Full-time,Hybrid,"New York, NY"
Data Scientist (All Levels),Noblis,83700 - 146500 ,Remote,"Reston, VA"
Data Scientist,"VMR Strategic Solutions, LLC",Full-time,Remote,"Bethesda, MD"
Data Scientist,REVOLVE,90000 - 120000 ,In-Person,"Cerritos, CA"
Data Scientist,withco,180000 - 200000 ,In-Person,"New York, NY"
Data Scientist,Siddhi Solutions,135200 - 145600,Remote,Remote
Strategic Customers - Data Scientist,Oracle,,In-Person,United States
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote
Associate Statistical Project Leader - Oncology,Sanofi,,In-Person,"Cambridge, MA"
Data Scientist,Pinterest,,Remote,Remote
Data Scientist (All Levels),Noblis,83700 - 146500 ,Remote,"Reston, VA"
Data Scientist,"VMR Strategic Solutions, LLC",Full-time,Remote,"Bethesda, MD"
Data Scientist,REVOLVE,90000 - 120000 ,In-Person,"Cerritos, CA"
Data Scientist,withco,180000 - 200000 ,In-Person,"New York, NY"
Data Scientist,Siddhi Solutions,135200 - 145600,Remote,Remote
Strategic Customers - Data Scientist,Oracle,,In-Person,United States
Data Scientist,Pinterest,,Remote,Remote
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote
Sr. Data Scientist,omega solutions inc,Contract,In-Person,"Santa Ana, CA"
2024 Early Talent Rotational Program: Technology - Data & AI (CDAIO),TIAA,71000 - 73000 ,In-Person,"Charlotte, NC"
Data Scientist,Synectics for Management Decisions Inc,Full-time,In-Person,"Arlington, VA"
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote
Data Scientist,CPower,Full-time,Remote,Remote
Data Scientist,Altria,Full-time,Remote,"Richmond, VA"
Senior Algorithms & Machine Learning Scientist,WALGREENS,,In-Person,"Chicago, IL"
Data Scientist,"VMR Strategic Solutions, LLC",Full-time,Remote,"Bethesda, MD"
Data Scientist,REVOLVE,90000 - 120000 ,In-Person,"Cerritos, CA"
Data Scientist,withco,180000 - 200000 ,In-Person,"New York, NY"
Data Scientist,Siddhi Solutions,135200 - 145600,Remote,Remote
Strategic Customers - Data Scientist,Oracle,,In-Person,United States
Data Scientist,Pinterest,,Remote,Remote
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote
Sr. Data Scientist,omega solutions inc,Contract,In-Person,"Santa Ana, CA"
2024 Early Talent Rotational Program: Technology - Data & AI (CDAIO),TIAA,71000 - 73000 ,In-Person,"Charlotte, NC"
Data Scientist,Synectics for Management Decisions Inc,Full-time,In-Person,"Arlington, VA"
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote
Data Scientist,CPower,Full-time,Remote,Remote
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote
Data Scientist-Onsite,Aries Solutions,166400 - 187200,Hybrid,"Charlotte, NC"
Data Scientist,Altria,Full-time,Remote,"Richmond, VA"
Data Scientist (All Levels),Noblis,83700 - 146500 ,Remote,"Reston, VA"
Data Scientist,"VMR Strategic Solutions, LLC",Full-time,Remote,"Bethesda, MD"
Data Scientist,REVOLVE,90000 - 120000 ,In-Person,"Cerritos, CA"
Data Scientist,withco,180000 - 200000 ,In-Person,"New York, NY"
Data Scientist,Siddhi Solutions,135200 - 145600,Remote,Remote
Strategic Customers - Data Scientist,Oracle,,In-Person,United States
Data Scientist,Pinterest,,Remote,Remote
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote
Sr. Data Scientist,omega solutions inc,Contract,In-Person,"Santa Ana, CA"
2024 Early Talent Rotational Program: Technology - Data & AI (CDAIO),TIAA,71000 - 73000 ,In-Person,"Charlotte, NC"
Data Scientist,Synectics for Management Decisions Inc,Full-time,In-Person,"Arlington, VA"
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote
Data Scientist,Altria,Full-time,Remote,"Richmond, VA"
Senior Machine Learning Engineer,GloComms,Full-time,In-Person,"San Jose, CA"
Data Scientist,CPower,Full-time,Remote,Remote
Data Scientist,"VMR Strategic Solutions, LLC",Full-time,Remote,"Bethesda, MD"
Data Scientist,REVOLVE,90000 - 120000 ,In-Person,"Cerritos, CA"
Data Scientist,withco,180000 - 200000 ,In-Person,"New York, NY"
Data Scientist,Siddhi Solutions,135200 - 145600,Remote,Remote
Strategic Customers - Data Scientist,Oracle,,In-Person,United States
Data Scientist,Pinterest,,Remote,Remote
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote
Sr. Data Scientist,omega solutions inc,Contract,In-Person,"Santa Ana, CA"
2024 Early Talent Rotational Program: Technology - Data & AI (CDAIO),TIAA,71000 - 73000 ,In-Person,"Charlotte, NC"
Data Scientist,Synectics for Management Decisions Inc,Full-time,In-Person,"Arlington, VA"
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote
Data Scientist,CPower,Full-time,Remote,Remote
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote
Lead Statistical (SAS) Programmer,Redbock,156000 - 208000,Remote,Remote
Data Scientist,Altria,Full-time,Remote,"Richmond, VA"
Data Scientist,withco,180000 - 200000 ,In-Person,"New York, NY"
Data Scientist,Siddhi Solutions,135200 - 145600,Remote,Remote
Strategic Customers - Data Scientist,Oracle,,In-Person,United States
Data Scientist,Pinterest,,Remote,Remote
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote
Sr. Data Scientist,omega solutions inc,Contract,In-Person,"Santa Ana, CA"
2024 Early Talent Rotational Program: Technology - Data & AI (CDAIO),TIAA,71000 - 73000 ,In-Person,"Charlotte, NC"
Data Scientist,Synectics for Management Decisions Inc,Full-time,In-Person,"Arlington, VA"
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote
Data Scientist,CPower,Full-time,Remote,Remote
Data Scientist,Altria,Full-time,Remote,"Richmond, VA"
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA"
"Director, Product Management - Machine Learning Experience",Capital One,Full-time,Hybrid,"Richmond, VA"
Data Scientist-Onsite,Aries Solutions,166400 - 187200,Hybrid,"Charlotte, NC"
Data Scientist,Siddhi Solutions,135200 - 145600,Remote,Remote
Strategic Customers - Data Scientist,Oracle,,In-Person,United States
Data Scientist,Pinterest,,Remote,Remote
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote
Sr. Data Scientist,omega solutions inc,Contract,In-Person,"Santa Ana, CA"
2024 Early Talent Rotational Program: Technology - Data & AI (CDAIO),TIAA,71000 - 73000 ,In-Person,"Charlotte, NC"
Data Scientist,Synectics for Management Decisions Inc,Full-time,In-Person,"Arlington, VA"
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote
Data Scientist,CPower,Full-time,Remote,Remote
Data Scientist,Altria,Full-time,Remote,"Richmond, VA"
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote
Data Scientist-Onsite,Aries Solutions,166400 - 187200,Hybrid,"Charlotte, NC"
"Senior Software Engineer, AI / Core Optimization",Topaz Labs,Full-time,In-Person,"Dallas, TX"
Data Scientist,Context Labs,Full-time,In-Person,"Cambridge, MA"
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA"
Data Scientist,REVOLVE,90000 - 120000 ,In-Person,"Cerritos, CA"
Data Scientist,withco,180000 - 200000 ,In-Person,"New York, NY"
Data Scientist,Siddhi Solutions,135200 - 145600,Remote,Remote
Strategic Customers - Data Scientist,Oracle,,In-Person,United States
Data Scientist,Pinterest,,Remote,Remote
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote
Sr. Data Scientist,omega solutions inc,Contract,In-Person,"Santa Ana, CA"
2024 Early Talent Rotational Program: Technology - Data & AI (CDAIO),TIAA,71000 - 73000 ,In-Person,"Charlotte, NC"
Data Scientist,Synectics for Management Decisions Inc,Full-time,In-Person,"Arlington, VA"
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote
Data Scientist,CPower,Full-time,Remote,Remote
Data Scientist,Altria,Full-time,Remote,"Richmond, VA"
Data Scientist-Onsite,Aries Solutions,166400 - 187200,Hybrid,"Charlotte, NC"
Postdoctoral Scientist - Tatonetti Lab - Data-Driven Precision Pharmacology,CEDARS-SINAI,64500 - 93600 ,In-Person,"West Hollywood, CA"
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote
Data Scientist,"VMR Strategic Solutions, LLC",Full-time,Remote,"Bethesda, MD"
Data Scientist,REVOLVE,90000 - 120000 ,In-Person,"Cerritos, CA"
Data Scientist,withco,180000 - 200000 ,In-Person,"New York, NY"
Data Scientist,Siddhi Solutions,135200 - 145600,Remote,Remote
Strategic Customers - Data Scientist,Oracle,,In-Person,United States
Data Scientist,Pinterest,,Remote,Remote
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote
Sr. Data Scientist,omega solutions inc,Contract,In-Person,"Santa Ana, CA"
2024 Early Talent Rotational Program: Technology - Data & AI (CDAIO),TIAA,71000 - 73000 ,In-Person,"Charlotte, NC"
Data Scientist,Synectics for Management Decisions Inc,Full-time,In-Person,"Arlington, VA"
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote
Data Scientist,CPower,Full-time,Remote,Remote
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote
Data Analyst / Data Analytics Engineer,MNK INFOTECH INC,"Full-time
+1",Hybrid,"Dallas-Fort Worth, TX"
Data Scientist,Altria,Full-time,Remote,"Richmond, VA"
Data Scientist,CPower,Full-time,Remote,Remote
Data Scientist,Altria,Full-time,Remote,"Richmond, VA"
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote
Data Scientist-Onsite,Aries Solutions,166400 - 187200,Hybrid,"Charlotte, NC"
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA"
Data Scientist,Context Labs,Full-time,In-Person,"Cambridge, MA"
Data Scientist,NutaNXT Technologies,,In-Person,"Santa Clara, CA"
"Data Scientist, CMC Data Science",Moderna,,In-Person,"Norwood, MA"
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY"
Junior Data Scientist,SoundThinking,80000 - 90000 ,In-Person,"Fremont, CA"
Data Scientist,Avis Technologies,145600 - 156000,In-Person,"Dallas, TX"
Data Scientist,Cartwheel,200000 ,Remote,Remote
Data Scientist,BPGbio,,In-Person,"Framingham, MA"
"Director, Product Management - Machine Learning Experience",Capital One,Full-time,Hybrid,"Cambridge, MA"
Data Scientist Modeling,Optimal Inc.,Contract,In-Person,"Dearborn, MI"
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote
Data Scientist,CPower,Full-time,Remote,Remote
Data Scientist,Altria,Full-time,Remote,"Richmond, VA"
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote
Data Scientist-Onsite,Aries Solutions,166400 - 187200,Hybrid,"Charlotte, NC"
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA"
Data Scientist,Context Labs,Full-time,In-Person,"Cambridge, MA"
Data Scientist,NutaNXT Technologies,,In-Person,"Santa Clara, CA"
"Data Scientist, CMC Data Science",Moderna,,In-Person,"Norwood, MA"
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY"
Junior Data Scientist,SoundThinking,80000 - 90000 ,In-Person,"Fremont, CA"
Lead AI/ML Engineer,Raymond James Financial,Full-time,In-Person,"Saint Petersburg, FL"
Data Scientist,Cartwheel,200000 ,Remote,Remote
Postdoctoral Scientist - Tatonetti Lab - Data-Driven Precision Pharmacology,CEDARS-SINAI,64500 - 93600 ,In-Person,"West Hollywood, CA"
Data Scientist,Avis Technologies,145600 - 156000,In-Person,"Dallas, TX"
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote
Data Scientist-Onsite,Aries Solutions,166400 - 187200,Hybrid,"Charlotte, NC"
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA"
Data Scientist,Context Labs,Full-time,In-Person,"Cambridge, MA"
Data Scientist,NutaNXT Technologies,,In-Person,"Santa Clara, CA"
"Data Scientist, CMC Data Science",Moderna,,In-Person,"Norwood, MA"
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY"
Junior Data Scientist,SoundThinking,80000 - 90000 ,In-Person,"Fremont, CA"
Data Scientist,Avis Technologies,145600 - 156000,In-Person,"Dallas, TX"
Data Scientist,Cartwheel,200000 ,Remote,Remote
Data Scientist Modeling,Optimal Inc.,Contract,In-Person,"Dearborn, MI"
Data Scientist,BPGbio,,In-Person,"Framingham, MA"
Machine Learning Engineer,CACI,Full-time,In-Person,"Fayetteville, NC"
Senior Data Scientist,CCS Fundraising,Full-time,Remote,"New York, NY"
Senior Data Scientist (2 openings),current,180000 - 205000 ,In-Person,"New York, NY"
Data Scientist,CPower,Full-time,Remote,Remote
Data Scientist,Altria,Full-time,Remote,"Richmond, VA"
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote
Data Scientist-Onsite,Aries Solutions,166400 - 187200,Hybrid,"Charlotte, NC"
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA"
Data Scientist,Context Labs,Full-time,In-Person,"Cambridge, MA"
Data Scientist,NutaNXT Technologies,,In-Person,"Santa Clara, CA"
"Data Scientist, CMC Data Science",Moderna,,In-Person,"Norwood, MA"
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY"
Junior Data Scientist,SoundThinking,80000 - 90000 ,In-Person,"Fremont, CA"
Data Scientist,Avis Technologies,145600 - 156000,In-Person,"Dallas, TX"
Data Scientist,Cartwheel,200000 ,Remote,Remote
Data Scientist Modeling,Optimal Inc.,Contract,In-Person,"Dearborn, MI"
Data Scientist,BPGbio,,In-Person,"Framingham, MA"
"Senior Systems/Data Analyst (PL/SQL, Financial Services, SWIFT, Corporate Actions)",Fidelity Investments,,In-Person,"Boston, MA"
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA"
Data Scientist,Context Labs,Full-time,In-Person,"Cambridge, MA"
Data Scientist,NutaNXT Technologies,,In-Person,"Santa Clara, CA"
"Data Scientist, CMC Data Science",Moderna,,In-Person,"Norwood, MA"
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY"
Junior Data Scientist,SoundThinking,80000 - 90000 ,In-Person,"Fremont, CA"
Data Scientist,Avis Technologies,145600 - 156000,In-Person,"Dallas, TX"
Data Scientist,Cartwheel,200000 ,Remote,Remote
Data Scientist Modeling,Optimal Inc.,Contract,In-Person,"Dearborn, MI"
Data Scientist,BPGbio,,In-Person,"Framingham, MA"
Senior Data Scientist (2 openings),current,180000 - 205000 ,In-Person,"New York, NY"
Senior Data Scientist,CCS Fundraising,Full-time,Remote,"New York, NY"
Data Scientist [NYC],CarbonChain,,Hybrid,"New York, NY"
Sr. Data Architect,Alaka`ina Foundation Family of Companies,,In-Person,"Albuquerque, NM"
Data Scientist,Celink,80000 - 105000 ,Remote,Remote
Data Scientist,Altria,Full-time,Remote,"Richmond, VA"
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote
Data Scientist-Onsite,Aries Solutions,166400 - 187200,Hybrid,"Charlotte, NC"
Data Scientist,"Stillwater Human Capital, LLC.",,In-Person,"McLean, VA"
Data Scientist,Context Labs,Full-time,In-Person,"Cambridge, MA"
Data Scientist,NutaNXT Technologies,,In-Person,"Santa Clara, CA"
"Data Scientist, CMC Data Science",Moderna,,In-Person,"Norwood, MA"
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY"
Junior Data Scientist,SoundThinking,80000 - 90000 ,In-Person,"Fremont, CA"
Data Scientist,Avis Technologies,145600 - 156000,In-Person,"Dallas, TX"
Data Scientist,Cartwheel,200000 ,Remote,Remote
Data Scientist Modeling,Optimal Inc.,Contract,In-Person,"Dearborn, MI"
Senior Data Scientist (2 openings),current,180000 - 205000 ,In-Person,"New York, NY"
Senior Statistical Programmer,Talentech Consulting LLC,59705 - 120730 ,Remote,Remote
Data Scientist,BPGbio,,In-Person,"Framingham, MA"
Data Scientist,Context Labs,Full-time,In-Person,"Cambridge, MA"
Data Scientist,NutaNXT Technologies,,In-Person,"Santa Clara, CA"
"Data Scientist, CMC Data Science",Moderna,,In-Person,"Norwood, MA"
Sr. Data Scientist,1010data,130000 - 145000 ,Remote,"New York, NY"
Junior Data Scientist,SoundThinking,80000 - 90000 ,In-Person,"Fremont, CA"
Data Scientist,Avis Technologies,145600 - 156000,In-Person,"Dallas, TX"
Data Scientist,Cartwheel,200000 ,Remote,Remote
Data Scientist Modeling,Optimal Inc.,Contract,In-Person,"Dearborn, MI"
Data Scientist,BPGbio,,In-Person,"Framingham, MA"
Senior Data Scientist (2 openings),current,180000 - 205000 ,In-Person,"New York, NY"
Senior Data Scientist,CCS Fundraising,Full-time,Remote,"New York, NY"
Data Scientist,Celink,80000 - 105000 ,Remote,Remote
Data Scientist,Johns Hopkins University,198110,In-Person,"Baltimore, MD"
