title,company,salary_updated,environment,location_updated,salary_min,salary_max
Senior Data Scientist,Brightside Health,Full-time,Remote,Remote,0,0
Sports Data Scientist,Swish Analytics,90000 - 190000 ,Remote,Remote,90000,190000
"Data Scientist, NLP",Ancestry,68000 - 191000 ,Remote,Remote,68000,191000
"Principal Software Engineer, Machine Learning Engineering",Experis,Full-time,In-Person,"Richmond, VA",0,0
Data Scientist II,Microsoft,94300 - 182600 ,In-Person,"Redmond, WA",94300,182600
Data Scientist,Bilin Technology,,In-Person,"Boston, MA",0,0
Data Scientist,Govini,Full-time,In-Person,"Pittsburgh, PA",0,0
Data Scientist,Colsh Consultants,,In-Person,"Richfield, MN",0,0
Data Scientist,Triple-S Steel,Full-time,In-Person,"Houston, TX",0,0
Data Scientist,Vibronyx,,Remote,Remote,0,0
Data Scientist,Trella Health,,Remote,Remote,0,0
Research Data Scientist,Booz Allen Hamilton,73100 - 166000 ,Hybrid,"Washington, DC",73100,166000
Data Scientist,"Ascend Analytics, LLC",80000 - 130000 ,Remote,"Boulder, CO",80000,130000
Data Scientist,Enable Data,,In-Person,"Minneapolis, MN",0,0
Data Scientist,Grid,Full-time,In-Person,"San Francisco, CA",0,0
Data Analyst/Scientist,Virtue Analytics,,In-Person,"Woodbury, MN",0,0
Data Scientist,Koddi,Full-time,Remote,Remote,0,0
"Sr Consultant, Data Science",UScellular,111000 - 175168 ,In-Person,"Chicago, IL",111000,175168
Data Scientist,NICE,,In-Person,"Atlanta, GA",0,0
Data Scientist III,Conde Nast,150000 - 200000 ,In-Person,"New York, NY",150000,200000
Data Scientist,Triple-S Steel,Full-time,In-Person,"Houston, TX",0,0
Data Scientist,Vibronyx,,Remote,Remote,0,0
Data Scientist,Trella Health,,Remote,Remote,0,0
Data Scientist,"Ascend Analytics, LLC",80000 - 130000 ,Remote,"Boulder, CO",80000,130000
Data Scientist,Enable Data,,In-Person,"Minneapolis, MN",0,0
Data Scientist,Grid,Full-time,In-Person,"San Francisco, CA",0,0
Data Analyst/Scientist,Virtue Analytics,,In-Person,"Woodbury, MN",0,0
Data Scientist,Koddi,Full-time,Remote,Remote,0,0
Data Scientist III,Conde Nast,150000 - 200000 ,In-Person,"New York, NY",150000,200000
Data Scientist,NICE,,In-Person,"Atlanta, GA",0,0
Senior Data Scientist,Brightside Health,Full-time,Remote,Remote,0,0
Sports Data Scientist,Swish Analytics,90000 - 190000 ,Remote,Remote,90000,190000
"Data Scientist, NLP",Ancestry,68000 - 191000 ,Remote,Remote,68000,191000
Data Engineer,"Modern Technology Solutions, Inc.",Full-time,In-Person,"Beavercreek, OH",0,0
Data Scientist II,Microsoft,94300 - 182600 ,In-Person,"Redmond, WA",94300,182600
Data Scientist,Bilin Technology,,In-Person,"Boston, MA",0,0
Data Scientist,Govini,Full-time,In-Person,"Pittsburgh, PA",0,0
Data Scientist,Colsh Consultants,,In-Person,"Richfield, MN",0,0
Data Scientist,Triple-S Steel,Full-time,In-Person,"Houston, TX",0,0
Data Scientist,Vibronyx,,Remote,Remote,0,0
Data Scientist,Trella Health,,Remote,Remote,0,0
Data Scientist,"Ascend Analytics, LLC",80000 - 130000 ,Remote,"Boulder, CO",80000,130000
Data Scientist,Enable Data,,In-Person,"Minneapolis, MN",0,0
Data Scientist,Grid,Full-time,In-Person,"San Francisco, CA",0,0
Data Analyst/Scientist,Virtue Analytics,,In-Person,"Woodbury, MN",0,0
Data Scientist,Koddi,Full-time,Remote,Remote,0,0
Data Scientist III,Conde Nast,150000 - 200000 ,In-Person,"New York, NY",150000,200000
Data Scientist,NICE,,In-Person,"Atlanta, GA",0,0
Senior Data Scientist,Brightside Health,Full-time,Remote,Remote,0,0
Senior Vice President / Senior Data Architect/Manager - Rutherford NJ - Hybrid,Citi,170880 - 256320 ,In-Person,"Rutherford, NJ",170880,256320
Data Scientist,Govini,Full-time,In-Person,"Pittsburgh, PA",0,0
Data Scientist,Colsh Consultants,,In-Person,"Richfield, MN",0,0
Data Scientist,Triple-S Steel,Full-time,In-Person,"Houston, TX",0,0
Data Scientist,Vibronyx,,Remote,Remote,0,0
Data Scientist,Trella Health,,Remote,Remote,0,0
Research Data Scientist,Booz Allen Hamilton,73100 - 166000 ,Hybrid,"Washington, DC",73100,166000
Data Scientist,"Ascend Analytics, LLC",80000 - 130000 ,Remote,"Boulder, CO",80000,130000
Data Scientist,Enable Data,,In-Person,"Minneapolis, MN",0,0
Data Scientist,Grid,Full-time,In-Person,"San Francisco, CA",0,0
Data Analyst/Scientist,Virtue Analytics,,In-Person,"Woodbury, MN",0,0
Data Scientist,Koddi,Full-time,Remote,Remote,0,0
Data Scientist III,Conde Nast,150000 - 200000 ,In-Person,"New York, NY",150000,200000
Senior Data Scientist,Brightside Health,Full-time,Remote,Remote,0,0
Associate Statistical Project Leader - Oncology,Sanofi,,In-Person,"Cambridge, MA",0,0
Data Scientist,NICE,,In-Person,"Atlanta, GA",0,0
Data Scientist,Colsh Consultants,,In-Person,"Richfield, MN",0,0
Data Scientist,Triple-S Steel,Full-time,In-Person,"Houston, TX",0,0
Data Scientist,Vibronyx,,Remote,Remote,0,0
Data Scientist,Trella Health,,Remote,Remote,0,0
Data Scientist,"Ascend Analytics, LLC",80000 - 130000 ,Remote,"Boulder, CO",80000,130000
Data Scientist,Enable Data,,In-Person,"Minneapolis, MN",0,0
Data Scientist,Grid,Full-time,In-Person,"San Francisco, CA",0,0
Data Analyst/Scientist,Virtue Analytics,,In-Person,"Woodbury, MN",0,0
Data Scientist,Koddi,Full-time,Remote,Remote,0,0
Data Scientist III,Conde Nast,150000 - 200000 ,In-Person,"New York, NY",150000,200000
Data Scientist,NICE,,In-Person,"Atlanta, GA",0,0
Senior Data Scientist,Brightside Health,Full-time,Remote,Remote,0,0
Senior Systems & Data Analyst,Freedman Healthcare,95000 - 110000 ,Remote,Remote,95000,110000
Data Scientist II,Microsoft,94300 - 182600 ,In-Person,"Redmond, WA",94300,182600
Sports Data Scientist,Swish Analytics,90000 - 190000 ,Remote,Remote,90000,190000
Data Scientist,Triple-S Steel,Full-time,In-Person,"Houston, TX",0,0
Data Scientist,Vibronyx,,Remote,Remote,0,0
Data Scientist,Trella Health,,Remote,Remote,0,0
Research Data Scientist,Booz Allen Hamilton,73100 - 166000 ,Hybrid,"Washington, DC",73100,166000
Data Scientist,"Ascend Analytics, LLC",80000 - 130000 ,Remote,"Boulder, CO",80000,130000
Data Scientist,Enable Data,,In-Person,"Minneapolis, MN",0,0
Data Scientist,Grid,Full-time,In-Person,"San Francisco, CA",0,0
Data Analyst/Scientist,Virtue Analytics,,In-Person,"Woodbury, MN",0,0
Data Scientist,Koddi,Full-time,Remote,Remote,0,0
Data Scientist III,Conde Nast,150000 - 200000 ,In-Person,"New York, NY",150000,200000
Data Scientist,NICE,,In-Person,"Atlanta, GA",0,0
Senior Data Scientist,Brightside Health,Full-time,Remote,Remote,0,0
Data Scientist II,Microsoft,94300 - 182600 ,In-Person,"Redmond, WA",94300,182600
"Data Scientist, NLP",Ancestry,68000 - 191000 ,Remote,Remote,68000,191000
Sports Data Scientist,Swish Analytics,90000 - 190000 ,Remote,Remote,90000,190000
Research Data Scientist,Booz Allen Hamilton,73100 - 166000 ,Hybrid,"Washington, DC",73100,166000
Data Scientist,"Ascend Analytics, LLC",80000 - 130000 ,Remote,"Boulder, CO",80000,130000
Data Scientist,Enable Data,,In-Person,"Minneapolis, MN",0,0
Data Scientist,Grid,Full-time,In-Person,"San Francisco, CA",0,0
Data Analyst/Scientist,Virtue Analytics,,In-Person,"Woodbury, MN",0,0
Data Scientist,Koddi,Full-time,Remote,Remote,0,0
Data Scientist III,Conde Nast,150000 - 200000 ,In-Person,"New York, NY",150000,200000
Data Scientist,NICE,,In-Person,"Atlanta, GA",0,0
Senior Data Scientist,Brightside Health,Full-time,Remote,Remote,0,0
Sports Data Scientist,Swish Analytics,90000 - 190000 ,Remote,Remote,90000,190000
Data Scientist II,Microsoft,94300 - 182600 ,In-Person,"Redmond, WA",94300,182600
"Data Scientist, NLP",Ancestry,68000 - 191000 ,Remote,Remote,68000,191000
Associate Data Scientist (Dec 2022 - May 2023 Graduates),T. Rowe Price,88000 - 150000 ,In-Person,"New York, NY",88000,150000
Remote- Statistical Project Leader,Sanofi,180687 ,Remote,"Bridgewater, NJ",180687,180687
Data Scientist,VitalCORE,,Remote,Remote,0,0
Data Scientist,VitalCORE,,Remote,Remote,0,0
Associate Data Scientist (Dec 2022 - May 2023 Graduates),T. Rowe Price,88000 - 150000 ,In-Person,"New York, NY",88000,150000
Remote - Data Scientist,Green Dot Corporation,Full-time,Remote,Remote,0,0
Data Scientist,Patra Corporation,Full-time,Remote,Remote,0,0
Data Scientist,FAST GROWING TREES LLC,80000 - 120000 ,Remote,Remote,80000,120000
Data Scientist (USA),Electra Vehicles,Full-time,Remote,Remote,0,0
Data Scientist,Assetario,,Remote,Remote,0,0
Data Scientist,Agile Tech Labs,135200 - 156000,In-Person,"Atlanta, GA",135200,156000
Senior Data Analyst,Curology,140000 - 180000 ,Remote,Remote,140000,180000
Data Scientist,Avenue Code,110000 - 200000 ,Remote,United States,110000,200000
Healthcare Data Scientist,Inovalon,,Remote,Remote,0,0
"Data Scientist, Analytics",Overstock.com Inc.,88000 - 110000 ,Remote,Remote,88000,110000
Analyst/Statistician (Salesforce) - Navy experience,The LDM Group,42000,Remote,"Phoenix, AZ",42000,42000
Data Scientist,HNM Global Solutions,160000,In-Person,"Alexandria, VA",160000,160000
Research Data Scientist,Swayable,Full-time,Remote,"New York, NY",0,0
Data Scientist,VitalCORE,,Remote,Remote,0,0
Associate Data Scientist (Dec 2022 - May 2023 Graduates),T. Rowe Price,88000 - 150000 ,In-Person,"New York, NY",88000,150000
Remote - Data Scientist,Green Dot Corporation,Full-time,Remote,Remote,0,0
Data Scientist,Patra Corporation,Full-time,Remote,Remote,0,0
Data Scientist,FAST GROWING TREES LLC,80000 - 120000 ,Remote,Remote,80000,120000
Data Scientist (USA),Electra Vehicles,Full-time,Remote,Remote,0,0
Data Scientist,Assetario,,Remote,Remote,0,0
Data Scientist,Agile Tech Labs,135200 - 156000,In-Person,"Atlanta, GA",135200,156000
Senior Data Analyst,Curology,140000 - 180000 ,Remote,Remote,140000,180000
Data Scientist,Avenue Code,110000 - 200000 ,Remote,United States,110000,200000
Healthcare Data Scientist,Inovalon,,Remote,Remote,0,0
"Data Scientist, Analytics",Overstock.com Inc.,88000 - 110000 ,Remote,Remote,88000,110000
"Senior Software Engineer, AI / Core Optimization",Topaz Labs,Full-time,In-Person,"Dallas, TX",0,0
Data Scientist,HNM Global Solutions,160000,In-Person,"Alexandria, VA",160000,160000
Research Data Scientist,Swayable,Full-time,Remote,"New York, NY",0,0
Data Scientist,VitalCORE,,Remote,Remote,0,0
Associate Data Scientist (Dec 2022 - May 2023 Graduates),T. Rowe Price,88000 - 150000 ,In-Person,"New York, NY",88000,150000
Remote - Data Scientist,Green Dot Corporation,Full-time,Remote,Remote,0,0
Data Scientist,Patra Corporation,Full-time,Remote,Remote,0,0
Data Scientist,FAST GROWING TREES LLC,80000 - 120000 ,Remote,Remote,80000,120000
Data Scientist (USA),Electra Vehicles,Full-time,Remote,Remote,0,0
Data Scientist,Assetario,,Remote,Remote,0,0
Data Scientist,Agile Tech Labs,135200 - 156000,In-Person,"Atlanta, GA",135200,156000
Senior Data Analyst,Curology,140000 - 180000 ,Remote,Remote,140000,180000
Data Scientist,Avenue Code,110000 - 200000 ,Remote,United States,110000,200000
Healthcare Data Scientist,Inovalon,,Remote,Remote,0,0
"Data Scientist, Analytics",Overstock.com Inc.,88000 - 110000 ,Remote,Remote,88000,110000
Postdoctoral Scientist - Tatonetti Lab - Data-Driven Precision Pharmacology,CEDARS-SINAI,64500 - 93600 ,In-Person,"West Hollywood, CA",64500,93600
Data Scientist,HNM Global Solutions,160000,In-Person,"Alexandria, VA",160000,160000
Research Data Scientist,Swayable,Full-time,Remote,"New York, NY",0,0
Remote - Data Scientist,Green Dot Corporation,Full-time,Remote,Remote,0,0
Data Scientist,Patra Corporation,Full-time,Remote,Remote,0,0
Data Scientist,FAST GROWING TREES LLC,80000 - 120000 ,Remote,Remote,80000,120000
Data Scientist (USA),Electra Vehicles,Full-time,Remote,Remote,0,0
Data Scientist,Assetario,,Remote,Remote,0,0
Data Scientist,Agile Tech Labs,135200 - 156000,In-Person,"Atlanta, GA",135200,156000
Senior Data Analyst,Curology,140000 - 180000 ,Remote,Remote,140000,180000
Data Scientist,Avenue Code,110000 - 200000 ,Remote,United States,110000,200000
Healthcare Data Scientist,Inovalon,,Remote,Remote,0,0
"Data Scientist, Analytics",Overstock.com Inc.,88000 - 110000 ,Remote,Remote,88000,110000
Research Data Scientist,Swayable,Full-time,Remote,"New York, NY",0,0
Data Scientist,HNM Global Solutions,160000,In-Person,"Alexandria, VA",160000,160000
Data Scientist (All Levels),Noblis,83700 - 146500 ,Remote,"Reston, VA",83700,146500
FSP Senior Statistical Programmer I/II,PHASTAR,"Full-time
+1",Remote,Remote,0,0
Data Scientist,Kontakt.io,Full-time,Hybrid,"New York, NY",0,0
Data Scientist,FAST GROWING TREES LLC,80000 - 120000 ,Remote,Remote,80000,120000
Data Scientist (USA),Electra Vehicles,Full-time,Remote,Remote,0,0
Data Scientist,Assetario,,Remote,Remote,0,0
Data Scientist,Agile Tech Labs,135200 - 156000,In-Person,"Atlanta, GA",135200,156000
Senior Data Analyst,Curology,140000 - 180000 ,Remote,Remote,140000,180000
Data Scientist,Avenue Code,110000 - 200000 ,Remote,United States,110000,200000
Healthcare Data Scientist,Inovalon,,Remote,Remote,0,0
"Data Scientist, Analytics",Overstock.com Inc.,88000 - 110000 ,Remote,Remote,88000,110000
Research Data Scientist,Swayable,Full-time,Remote,"New York, NY",0,0
Data Scientist,HNM Global Solutions,160000,In-Person,"Alexandria, VA",160000,160000
Data Scientist,Kontakt.io,Full-time,Hybrid,"New York, NY",0,0
Data Scientist (All Levels),Noblis,83700 - 146500 ,Remote,"Reston, VA",83700,146500
"Principal, AI/ML Engineer",Fidelity Investments,Full-time,In-Person,"Salt Lake City, UT",0,0
Data Scientist,REVOLVE,90000 - 120000 ,In-Person,"Cerritos, CA",90000,120000
Data Scientist,"VMR Strategic Solutions, LLC",Full-time,Remote,"Bethesda, MD",0,0
Associate Data Scientist (Dec 2022 - May 2023 Graduates),T. Rowe Price,88000 - 150000 ,In-Person,"New York, NY",88000,150000
Remote - Data Scientist,Green Dot Corporation,Full-time,Remote,Remote,0,0
Data Scientist,Patra Corporation,Full-time,Remote,Remote,0,0
Data Scientist,FAST GROWING TREES LLC,80000 - 120000 ,Remote,Remote,80000,120000
Data Scientist (USA),Electra Vehicles,Full-time,Remote,Remote,0,0
Data Scientist,Assetario,,Remote,Remote,0,0
Data Scientist,Agile Tech Labs,135200 - 156000,In-Person,"Atlanta, GA",135200,156000
Senior Data Analyst,Curology,140000 - 180000 ,Remote,Remote,140000,180000
Data Scientist,Avenue Code,110000 - 200000 ,Remote,United States,110000,200000
Healthcare Data Scientist,Inovalon,,Remote,Remote,0,0
"Data Scientist, Analytics",Overstock.com Inc.,88000 - 110000 ,Remote,Remote,88000,110000
Research Data Scientist,Swayable,Full-time,Remote,"New York, NY",0,0
Data Scientist,Kontakt.io,Full-time,Hybrid,"New York, NY",0,0
Machine Learning Engineer,CACI,Full-time,In-Person,"Fayetteville, NC",0,0
Data Scientist,HNM Global Solutions,160000,In-Person,"Alexandria, VA",160000,160000
Data Scientist,FAST GROWING TREES LLC,80000 - 120000 ,Remote,Remote,80000,120000
Data Scientist (USA),Electra Vehicles,Full-time,Remote,Remote,0,0
Data Scientist,Assetario,,Remote,Remote,0,0
Data Scientist,Agile Tech Labs,135200 - 156000,In-Person,"Atlanta, GA",135200,156000
Senior Data Analyst,Curology,140000 - 180000 ,Remote,Remote,140000,180000
Data Scientist,Avenue Code,110000 - 200000 ,Remote,United States,110000,200000
Healthcare Data Scientist,Inovalon,,Remote,Remote,0,0
"Data Scientist, Analytics",Overstock.com Inc.,88000 - 110000 ,Remote,Remote,88000,110000
Research Data Scientist,Swayable,Full-time,Remote,"New York, NY",0,0
Data Scientist,HNM Global Solutions,160000,In-Person,"Alexandria, VA",160000,160000
Data Scientist,Kontakt.io,Full-time,Hybrid,"New York, NY",0,0
Data Scientist (All Levels),Noblis,83700 - 146500 ,Remote,"Reston, VA",83700,146500
Information Systems - Sr Data Analyst,Hajoca Corporation,90000 - 100000 ,In-Person,"Lafayette Hill, PA",90000,100000
Data Scientist,REVOLVE,90000 - 120000 ,In-Person,"Cerritos, CA",90000,120000
Data Scientist,"VMR Strategic Solutions, LLC",Full-time,Remote,"Bethesda, MD",0,0
Remote - Data Scientist,Green Dot Corporation,Full-time,Remote,Remote,0,0
Data Scientist,Patra Corporation,Full-time,Remote,Remote,0,0
Data Scientist,FAST GROWING TREES LLC,80000 - 120000 ,Remote,Remote,80000,120000
Data Scientist (USA),Electra Vehicles,Full-time,Remote,Remote,0,0
Data Scientist,Assetario,,Remote,Remote,0,0
Data Scientist,Agile Tech Labs,135200 - 156000,In-Person,"Atlanta, GA",135200,156000
Senior Data Analyst,Curology,140000 - 180000 ,Remote,Remote,140000,180000
Data Scientist,Avenue Code,110000 - 200000 ,Remote,United States,110000,200000
Healthcare Data Scientist,Inovalon,,Remote,Remote,0,0
"Data Scientist, Analytics",Overstock.com Inc.,88000 - 110000 ,Remote,Remote,88000,110000
Research Data Scientist,Swayable,Full-time,Remote,"New York, NY",0,0
Data Scientist,HNM Global Solutions,160000,In-Person,"Alexandria, VA",160000,160000
Data Scientist (All Levels),Noblis,83700 - 146500 ,Remote,"Reston, VA",83700,146500
Lead Engineer - Generative AI Product Engineering (Remote-Eligible),Capital One,Full-time,Remote,"Chicago, IL",0,0
Data Scientist,Kontakt.io,Full-time,Hybrid,"New York, NY",0,0
Data Scientist,VitalCORE,,Remote,Remote,0,0
Associate Data Scientist (Dec 2022 - May 2023 Graduates),T. Rowe Price,88000 - 150000 ,In-Person,"New York, NY",88000,150000
Remote - Data Scientist,Green Dot Corporation,Full-time,Remote,Remote,0,0
Data Scientist,Patra Corporation,Full-time,Remote,Remote,0,0
Data Scientist,FAST GROWING TREES LLC,80000 - 120000 ,Remote,Remote,80000,120000
Data Scientist (USA),Electra Vehicles,Full-time,Remote,Remote,0,0
Data Scientist,Assetario,,Remote,Remote,0,0
Data Scientist,Agile Tech Labs,135200 - 156000,In-Person,"Atlanta, GA",135200,156000
Senior Data Analyst,Curology,140000 - 180000 ,Remote,Remote,140000,180000
Data Scientist,Avenue Code,110000 - 200000 ,Remote,United States,110000,200000
Healthcare Data Scientist,Inovalon,,Remote,Remote,0,0
"Data Scientist, Analytics",Overstock.com Inc.,88000 - 110000 ,Remote,Remote,88000,110000
Senior Algorithms & Machine Learning Scientist,WALGREENS,,In-Person,"Chicago, IL",0,0
Data Scientist,HNM Global Solutions,160000,In-Person,"Alexandria, VA",160000,160000
Research Data Scientist,Swayable,Full-time,Remote,"New York, NY",0,0
Data Scientist,VitalCORE,,Remote,Remote,0,0
Associate Data Scientist (Dec 2022 - May 2023 Graduates),T. Rowe Price,88000 - 150000 ,In-Person,"New York, NY",88000,150000
Remote - Data Scientist,Green Dot Corporation,Full-time,Remote,Remote,0,0
Data Scientist,Patra Corporation,Full-time,Remote,Remote,0,0
Data Scientist,FAST GROWING TREES LLC,80000 - 120000 ,Remote,Remote,80000,120000
Data Scientist (USA),Electra Vehicles,Full-time,Remote,Remote,0,0
Data Scientist,Assetario,,Remote,Remote,0,0
Data Scientist,Agile Tech Labs,135200 - 156000,In-Person,"Atlanta, GA",135200,156000
Data Engineer,"Modern Technology Solutions, Inc.",Full-time,In-Person,"Beavercreek, OH",0,0
Senior Data Analyst,Curology,140000 - 180000 ,Remote,Remote,140000,180000
Data Scientist,Avenue Code,110000 - 200000 ,Remote,United States,110000,200000
Healthcare Data Scientist,Inovalon,,Remote,Remote,0,0
Senior Machine Learning Engineer,Capital One,Full-time,In-Person,"Richmond, VA",0,0
Research Data Scientist,Swayable,Full-time,Remote,"New York, NY",0,0
"Data Scientist, Analytics",Overstock.com Inc.,88000 - 110000 ,Remote,Remote,88000,110000
Data Scientist (All Levels),Noblis,83700 - 146500 ,Remote,"Reston, VA",83700,146500
Data Scientist,"VMR Strategic Solutions, LLC",Full-time,Remote,"Bethesda, MD",0,0
Data Scientist,REVOLVE,90000 - 120000 ,In-Person,"Cerritos, CA",90000,120000
Data Scientist,withco,180000 - 200000 ,In-Person,"New York, NY",180000,200000
Data Scientist,Siddhi Solutions,135200 - 145600,Remote,Remote,135200,145600
Strategic Customers - Data Scientist,Oracle,,In-Person,United States,0,0
Data Scientist,Pinterest,,Remote,Remote,0,0
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote,110000,115000
Sr. Data Scientist,omega solutions inc,Contract,In-Person,"Santa Ana, CA",0,0
2024 Early Talent Rotational Program: Technology - Data & AI (CDAIO),TIAA,71000 - 73000 ,In-Person,"Charlotte, NC",71000,73000
Data Scientist,Synectics for Management Decisions Inc,Full-time,In-Person,"Arlington, VA",0,0
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote,134500,180000
Data Scientist,Altria,Full-time,Remote,"Richmond, VA",0,0
Risk Intelligence - Data Analytics Lead,Citizens,Full-time,In-Person,"Boston, MA",0,0
Data Scientist,CPower,Full-time,Remote,Remote,0,0
Data Scientist,Avenue Code,110000 - 200000 ,Remote,United States,110000,200000
Healthcare Data Scientist,Inovalon,,Remote,Remote,0,0
"Data Scientist, Analytics",Overstock.com Inc.,88000 - 110000 ,Remote,Remote,88000,110000
Research Data Scientist,Swayable,Full-time,Remote,"New York, NY",0,0
Data Scientist,HNM Global Solutions,160000,In-Person,"Alexandria, VA",160000,160000
Data Scientist,Kontakt.io,Full-time,Hybrid,"New York, NY",0,0
Data Scientist (All Levels),Noblis,83700 - 146500 ,Remote,"Reston, VA",83700,146500
Data Scientist,"VMR Strategic Solutions, LLC",Full-time,Remote,"Bethesda, MD",0,0
Data Scientist,REVOLVE,90000 - 120000 ,In-Person,"Cerritos, CA",90000,120000
Data Scientist,withco,180000 - 200000 ,In-Person,"New York, NY",180000,200000
Data Scientist,Siddhi Solutions,135200 - 145600,Remote,Remote,135200,145600
Strategic Customers - Data Scientist,Oracle,,In-Person,United States,0,0
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote,110000,115000
Associate Statistical Project Leader - Oncology,Sanofi,,In-Person,"Cambridge, MA",0,0
Data Scientist,Pinterest,,Remote,Remote,0,0
Data Scientist (All Levels),Noblis,83700 - 146500 ,Remote,"Reston, VA",83700,146500
Data Scientist,"VMR Strategic Solutions, LLC",Full-time,Remote,"Bethesda, MD",0,0
Data Scientist,REVOLVE,90000 - 120000 ,In-Person,"Cerritos, CA",90000,120000
Data Scientist,withco,180000 - 200000 ,In-Person,"New York, NY",180000,200000
Data Scientist,Siddhi Solutions,135200 - 145600,Remote,Remote,135200,145600
Strategic Customers - Data Scientist,Oracle,,In-Person,United States,0,0
Data Scientist,Pinterest,,Remote,Remote,0,0
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote,110000,115000
Sr. Data Scientist,omega solutions inc,Contract,In-Person,"Santa Ana, CA",0,0
2024 Early Talent Rotational Program: Technology - Data & AI (CDAIO),TIAA,71000 - 73000 ,In-Person,"Charlotte, NC",71000,73000
Data Scientist,Synectics for Management Decisions Inc,Full-time,In-Person,"Arlington, VA",0,0
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote,134500,180000
Data Scientist,CPower,Full-time,Remote,Remote,0,0
Data Scientist,Altria,Full-time,Remote,"Richmond, VA",0,0
Senior Algorithms & Machine Learning Scientist,WALGREENS,,In-Person,"Chicago, IL",0,0
Data Scientist,"VMR Strategic Solutions, LLC",Full-time,Remote,"Bethesda, MD",0,0
Data Scientist,REVOLVE,90000 - 120000 ,In-Person,"Cerritos, CA",90000,120000
Data Scientist,withco,180000 - 200000 ,In-Person,"New York, NY",180000,200000
Data Scientist,Siddhi Solutions,135200 - 145600,Remote,Remote,135200,145600
Strategic Customers - Data Scientist,Oracle,,In-Person,United States,0,0
Data Scientist,Pinterest,,Remote,Remote,0,0
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote,110000,115000
Sr. Data Scientist,omega solutions inc,Contract,In-Person,"Santa Ana, CA",0,0
2024 Early Talent Rotational Program: Technology - Data & AI (CDAIO),TIAA,71000 - 73000 ,In-Person,"Charlotte, NC",71000,73000
Data Scientist,Synectics for Management Decisions Inc,Full-time,In-Person,"Arlington, VA",0,0
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote,134500,180000
Data Scientist,CPower,Full-time,Remote,Remote,0,0
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote,134000,194000
Data Scientist-Onsite,Aries Solutions,166400 - 187200,Hybrid,"Charlotte, NC",166400,187200
Data Scientist,Altria,Full-time,Remote,"Richmond, VA",0,0
Data Scientist (All Levels),Noblis,83700 - 146500 ,Remote,"Reston, VA",83700,146500
Data Scientist,"VMR Strategic Solutions, LLC",Full-time,Remote,"Bethesda, MD",0,0
Data Scientist,REVOLVE,90000 - 120000 ,In-Person,"Cerritos, CA",90000,120000
Data Scientist,withco,180000 - 200000 ,In-Person,"New York, NY",180000,200000
Data Scientist,Siddhi Solutions,135200 - 145600,Remote,Remote,135200,145600
Strategic Customers - Data Scientist,Oracle,,In-Person,United States,0,0
Data Scientist,Pinterest,,Remote,Remote,0,0
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote,110000,115000
Sr. Data Scientist,omega solutions inc,Contract,In-Person,"Santa Ana, CA",0,0
2024 Early Talent Rotational Program: Technology - Data & AI (CDAIO),TIAA,71000 - 73000 ,In-Person,"Charlotte, NC",71000,73000
Data Scientist,Synectics for Management Decisions Inc,Full-time,In-Person,"Arlington, VA",0,0
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote,134500,180000
Data Scientist,Altria,Full-time,Remote,"Richmond, VA",0,0
Senior Machine Learning Engineer,GloComms,Full-time,In-Person,"San Jose, CA",0,0
Data Scientist,CPower,Full-time,Remote,Remote,0,0
Data Scientist,"VMR Strategic Solutions, LLC",Full-time,Remote,"Bethesda, MD",0,0
Data Scientist,REVOLVE,90000 - 120000 ,In-Person,"Cerritos, CA",90000,120000
Data Scientist,withco,180000 - 200000 ,In-Person,"New York, NY",180000,200000
Data Scientist,Siddhi Solutions,135200 - 145600,Remote,Remote,135200,145600
Strategic Customers - Data Scientist,Oracle,,In-Person,United States,0,0
Data Scientist,Pinterest,,Remote,Remote,0,0
Python Data Scientist,konnectingtree.Inc,110000 - 115000 ,Remote,Remote,110000,115000
Sr. Data Scientist,omega solutions inc,Contract,In-Person,"Santa Ana, CA",0,0
2024 Early Talent Rotational Program: Technology - Data & AI (CDAIO),TIAA,71000 - 73000 ,In-Person,"Charlotte, NC",71000,73000
Data Scientist,Synectics for Management Decisions Inc,Full-time,In-Person,"Arlington, VA",0,0
Applied Scientist,Descartes Labs,134500 - 180000 ,Remote,Remote,134500,180000
Data Scientist,CPower,Full-time,Remote,Remote,0,0
"Data Scientist, Product Analytics",Meta,134000 - 194000 ,Remote,Remote,134000,194000
Lead Statistical (SAS) Programmer,Redbock,156000 - 208000,Remote,Remote,156000,208000
Data Scientist,Altria,Full-time,Remote,"Richmond, VA",0,0
Data Scientist,withco,180000 - 200000 ,In-Person,"New York, NY",180000,200000
Data Scientist,Siddhi Solutions,135200 - 145600,Remote,Remote,135200,145600
Strategic Customers - Data Scientist,Oracle,,In-Person,United States,0,0
